所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
宝鸡,金台,上马营,中联国际广场,56,整租,南,1500,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,29,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,世纪景元,138,整租,南,2500,,3,1,2,随时入住,暂无数据,需提前预约,高楼层,30,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,石坝河,兴欣地产,168,整租,南,2000,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,城市公馆,67,整租,南,1600,半年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,轩苑公寓,50,整租,东,1400,半年付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,27,有,暂无数据,民水,民电,无,集中供暖
宝鸡,渭滨,桥南,华夏盛世佳园,93,整租,南,1800,,1,1,1,随时入住,暂无数据,需提前预约,低楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,华夏盛世佳园,73,整租,东,1700,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,华夏盛世佳园,73,整租,北,1550,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,55,整租,东,1500,半年付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,27,有,暂无数据,民水,民电,无,集中供暖
宝鸡,渭滨,高新区,水木清華,47,整租,南,1600,,2,2,2,随时入住,暂无数据,需提前预约,中楼层,26,有,暂无数据,民水,民电,无,集中供暖
宝鸡,渭滨,火车站,宝隆御邸,70,整租,南,1600,,1,0,1,随时入住,暂无数据,需提前预约,中楼层,25,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,轩苑世家三期,138,整租,南,1800,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,轩苑世家三期,138,整租,南,2000,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,华夏盛世佳园,92,整租,南,1600,半年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,26,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,华夏盛世佳园,61,整租,东,1600,半年付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,70,整租,东,1300,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,香榭里街区,94,整租,西,2000,,2,2,1,随时入住,暂无数据,一般下班后可看,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,大地苑,80,整租,南,1000,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,18,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,国道巷一号院,78,整租,北,900,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,雅典丽舍小区,128,整租,南,1700,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,华厦·世界城,40,整租,西,1600,半年付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,21,有,租用车位,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,新福路,豪城C天下,131,整租,南,2000,,3,2,2,随时入住,暂无数据,一般下班后可看,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,香榭里街区,102,整租,南,2000,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,60,整租,南,1600,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,水木清華,180,整租,南,3000,,5,2,2,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,轩苑小区,109,整租,南,1600,年付价,2,1,1,随时入住,2年以内,需提前预约,中楼层,18,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,聚丰香树湾,128,整租,南,2400,年付价,3,2,2,随时入住,3年以上,需提前预约,中楼层,7,无,租用车位,民水,民电,有,集中供暖
宝鸡,金台,上马营,海棠兰亭,94,整租,东,1600,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,百翠园B区,131,整租,南,2000,年付价,3,2,2,20200808,3年以内,需提前预约,高楼层,15,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,左岸新城,138,整租,南,2500,半年付价,4,2,2,随时入住,1年以内,需提前预约,中楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,新福路,百翠园B区,131,整租,南,2000,年付价,3,2,2,20200808,3年以内,需提前预约,高楼层,15,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,戴家湾小区,90,整租,南,1000,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,姜谭路,百合花城,101,整租,南,1100,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,93,整租,南,1250,,2,1,2,随时入住,暂无数据,需提前预约,低楼层,16,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,轩苑公寓,60,整租,东,1500,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,无,集中供暖
宝鸡,金台,三迪,三迪国际公寓,52,整租,南,1400,,1,0,1,随时入住,暂无数据,需提前预约,高楼层,25,有,暂无数据,民水,民电,无,集中供暖
宝鸡,金台,上马营,国金中心,55,整租,东,1700,,1,0,1,随时入住,暂无数据,需提前预约,高楼层,23,有,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,高新区,九龙新城,84,整租,南,1100,半年付价,2,2,1,随时入住,暂无数据,需提前预约,低楼层,31,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,宝鸡市公安局南区家属院,91,整租,南,1100,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,暂无数据,有,集中供暖
宝鸡,金台,上马营,五洲现代城,110,整租,南,1100,,2,2,2,随时入住,暂无数据,需提前预约,低楼层,28,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,城市公馆,128,整租,南,3000,季付价,3,2,2,随时入住,1年以内,需提前预约,高楼层,26,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,碧水湾,140,整租,南,1300,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,暂无数据,民电,有,集中供暖
宝鸡,渭滨,火车站,新建路中段15号,95,整租,南,1200,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,药玻小区,50,整租,东,500,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,上馬营東二小區,146,整租,南,1700,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,群众路,东仁新城B区,62,整租,南,1000,,1,1,1,随时入住,暂无数据,需提前预约,低楼层,24,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,华苑,99,整租,南,1000,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,暂无数据
宝鸡,金台,上马营,东站东区,65,整租,南,700,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,宝工厂河滩小区,60,整租,南,650,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,轩苑盛世二期A区,125,整租,南,900,半年付价,3,2,2,随时入住,1年以内,需提前预约,中楼层,33,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,新福路,金利苑二期,90,整租,西,1000,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,26,有,暂无数据,民水,民电,无,集中供暖
宝鸡,金台,火车站,石油小区(中山路),50,整租,东,1000,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,5,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,宝鸡市城区生产资料有限公司,99,整租,南,1000,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
宝鸡,渭滨,高新区,高新新城国际广场,36,整租,南,1000,,1,0,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,店子街18号院,60,整租,南,600,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,三迪,三迪·世纪新城塞纳丽,124,整租,南,2000,年付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,18,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,东岭新时代(金台区),108,整租,南,2000,半年付价,2,2,1,随时入住,1年以内,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟三组住宅楼,146,整租,南,1600,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,盛世观邸,93,整租,南,1600,年付价,2,2,1,随时入住,1年以内,需提前预约,低楼层,18,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,东岭新时代(金台区),121,整租,东,1700,半年付价,3,2,2,随时入住,1年以内,需提前预约,中楼层,7,无,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,在水一方,266,整租,南,5000,,6,2,4,随时入住,暂无数据,需提前预约,高楼层,24,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,财富大厦,80,整租,南,2300,半年付价,1,0,1,随时入住,2年以内,需提前预约,低楼层,25,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,盛华大厦,148,整租,南,2600,,4,2,2,随时入住,暂无数据,需提前预约,高楼层,23,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,盛华大厦,145,整租,西,2400,,5,1,2,随时入住,暂无数据,需提前预约,中楼层,23,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,轩苑世家星城二期,110,整租,南,1800,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,34,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,高新区,城市新天地,118,整租,南,3000,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,丽水景园,149,整租,南,2300,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,市民中心,124,整租,南,2000,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,31,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,世纪花园,203,整租,东,2500,季付价,4,3,2,随时入住,1年以内,需提前预约,中楼层,17,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,大庆路,幸福里,140,整租,南,2000,年付价,3,2,2,随时入住,1年以内,需提前预约,低楼层,30,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,宝鸡供电局东区家属院,80,整租,南,1550,半年付价,2,2,1,随时入住,1年以内,需提前预约,低楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,万祥臻品,120,整租,南,2100,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,高新佳园6号院,151,整租,南,2000,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,商水,商电,有,集中供暖
宝鸡,渭滨,桥南,轩苑御园华庭,123,整租,南,2000,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,33,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,上马营,宝鸡卷烟厂家属院,150,整租,南,1600,,3,2,2,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,山水文苑,135,整租,南,2000,,3,2,2,随时入住,暂无数据,只能周末看房,中楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,壹号大院,133,整租,南,2000,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,31,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,金色花园,125,整租,南,1750,半年付价,2,2,1,随时入住,2年以内,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,轩苑小区,153,整租,南,2400,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,13,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,宏昇·翡翠东城,130,整租,南,2000,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,31,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,石坝河,石鼓天玺台,143,整租,东,2300,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,32,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,绿城·逸水院,137,整租,南,2000,半年付价,3,2,2,随时入住,1年以内,需提前预约,中楼层,15,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,丽景家园,151,整租,南,2000,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,13,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,市民中心,203,整租,南,4000,,4,2,1,随时入住,暂无数据,需提前预约,中楼层,31,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,火车站,寶隆華錦,83,整租,南,1600,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,石坝河,石鼓太阳市,1154,整租,南,35000,,6,4,4,随时入住,暂无数据,需提前预约,低楼层,2,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,高新区,宝中路九号院,127,整租,东,2000,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,13,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,渭水苑B区,130,整租,南,2200,,4,2,2,随时入住,暂无数据,只能周末看房,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,陈仓园,东岭新时代(金台区),128,整租,东,2000,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,16,有,暂无数据,商水,商电,有,集中供暖
宝鸡,金台,大庆路,团结花园A区,130,整租,南,1600,,3,2,1,随时入住,暂无数据,需提前预约,低楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,左岸新城,138,整租,南,2200,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,陈仓园,东岭新时代(金台区),108,整租,南,1600,季付价,2,2,1,随时入住,暂无数据,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,光明小区A区,90,整租,南,1650,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,33,有,暂无数据,暂无数据,民电,有,集中供暖
宝鸡,渭滨,石坝河,石鼓太阳市,1154,整租,南,35000,,6,4,4,随时入住,暂无数据,需提前预约,低楼层,2,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,高新区,渭水苑B区,130,整租,南,2200,,4,2,2,随时入住,暂无数据,只能周末看房,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,大庆路,幸福里,140,整租,南,2000,年付价,3,2,2,随时入住,1年以内,需提前预约,低楼层,30,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,高新佳园6号院,151,整租,南,2000,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,商水,商电,有,集中供暖
宝鸡,渭滨,桥南,轩苑御园华庭,123,整租,南,2000,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,33,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,上马营,宝鸡卷烟厂家属院,150,整租,南,1600,,3,2,2,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,山水文苑,135,整租,南,2000,,3,2,2,随时入住,暂无数据,只能周末看房,中楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,东岭新时代(金台区),128,整租,东,2000,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,16,有,暂无数据,商水,商电,有,集中供暖
宝鸡,金台,大庆路,团结花园A区,130,整租,南,1600,,3,2,1,随时入住,暂无数据,需提前预约,低楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,团结花园C区南区,139,整租,南,1600,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,陈仓园,軒苑世家一期,91,整租,南,1850,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,33,有,暂无数据,民水,民电,有,自采暖
宝鸡,金台,陈仓园,观园小区,82,未知,南,1400,,2,1,1,暂无数据,暂无数据,需提前预约,高楼层,16,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,绿城·逸水院,137,整租,南,2000,半年付价,3,2,2,随时入住,1年以内,需提前预约,中楼层,15,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪金域中央,118,整租,南,2000,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,26,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,桥南,聚丰美伦大厦,170,整租,南,2600,,3,2,2,随时入住,1年以内,需提前预约,中楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,天同国际,121,整租,南,4000,,3,2,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,商水,民电,有,集中供暖
宝鸡,渭滨,桥南,宝华高层小区,147,整租,南,2000,,3,2,2,随时入住,暂无数据,一般下班后可看,高楼层,24,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,三迪,盛世观邸,111,整租,南,1600,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,世纪景元,171,整租,南,2000,半年付价,4,2,2,随时入住,3年以内,需提前预约,低楼层,30,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,万祥臻品,120,整租,西,2000,,3,2,2,随时入住,暂无数据,只能周末看房,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,华煤小区,122,整租,南,1800,,3,1,1,随时入住,暂无数据,需提前预约,中楼层,32,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,,金融广场,157,整租,南,4800,年付价,1,0,0,随时入住,3年以内,需提前预约,中楼层,25,无,租用车位,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,,金融广场,92,整租,东,2600,年付价,1,1,0,随时入住,2年以内,需提前预约,中楼层,25,无,租用车位,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,,金融广场,85,整租,南,3000,年付价,1,0,0,随时入住,3年以上,需提前预约,中楼层,25,无,租用车位,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,,金融广场,81,整租,东,2800,半年付价,1,0,0,随时入住,1年以内,需提前预约,中楼层,25,无,租用车位,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,,金融广场,85,整租,东,3000,,1,0,0,随时入住,暂无数据,需提前预约,中楼层,25,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,,金融广场,89,整租,西,3100,,1,0,0,随时入住,暂无数据,需提前预约,高楼层,25,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,,金融广场,87,整租,东,3500,,2,1,0,随时入住,暂无数据,需提前预约,中楼层,25,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,,金融广场,85,整租,南,3000,,1,0,0,随时入住,暂无数据,需提前预约,中楼层,25,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,,金融广场,113,整租,北,4000,年付价,1,0,0,随时入住,1年以内,需提前预约,高楼层,25,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,,金融广场,160,整租,西,8000,,1,0,0,随时入住,暂无数据,需提前预约,中楼层,25,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,,金融广场,95,整租,南,3500,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,25,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,,金融广场,100,整租,东,4000,,1,0,0,随时入住,暂无数据,需提前预约,高楼层,25,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,聚丰美伦大厦,173,整租,南,2800,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,22,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,聚丰美伦大厦,173,整租,北,2500,年付价,3,1,1,随时入住,暂无数据,需提前预约,中楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,进新花园,104,整租,南,1600,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,33,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,宝鸡卷烟厂英达路住宅小区,110,整租,南,1200,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,上馬营東二小區,48,整租,南,700,半年付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,石坝河,龙山雅居,54,整租,东,800,,1,1,1,随时入住,暂无数据,需提前预约,低楼层,18,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,房开路2号小区,110,整租,南,1000,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,高新区,尚浦锦园,96,整租,南,800,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,清姜,长岭祥和小区,68,整租,南,900,年付价,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,金陵新村二区,42,整租,南,500,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,東一小區,53,整租,南,750,,2,1,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,陕建七公司家属院,50,整租,南,600,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,4,无,暂无数据,民水,暂无数据,无,自采暖
宝鸡,渭滨,桥南,中国中铁一局五公司家属院,41,整租,南,450,半年付价,1,0,1,随时入住,1年以内,需提前预约,高楼层,4,无,租用车位,暂无数据,暂无数据,有,暂无数据
宝鸡,渭滨,火车站,万达新村,70,整租,南,850,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,石坝河,宝鸡文理学院家属院,60,整租,东,900,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,清姜,长岭安居小区,77,整租,东,800,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,新华巷,60,整租,南,500,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,清姜,清姜路宝桥社区,61,整租,南,700,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,新福路,豪城天下A东,66,整租,南,650,,2,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,渭工路44号楼,83,整租,南,850,半年付价,2,2,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,东站东区,66,整租,南,600,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,宝鸡供电局东区家属院,68,整租,南,800,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,凌云花园小区,102,整租,南,1000,半年付价,2,1,1,随时入住,3年以内,需提前预约,高楼层,6,无,租用车位,民水,民电,有,集中供暖
宝鸡,金台,上马营,电气化社区,56,整租,南,600,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,群众路,永兴巷45号,63,整租,南,600,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,桥南,陕西二建集团广元路22号院,88,整租,南,1000,,3,2,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,清姜,长岭祥和小区,65,整租,南,750,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,石坝河,龙山雅居,60,整租,东,950,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,26,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,大庆路,油毡厂小区,45,整租,南,600,半年付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,4,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,高新区,阳光上东,18,整租,南,800,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,宝石东厂社区,40,整租,东,600,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,40,整租,南,800,,1,1,1,随时入住,暂无数据,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
