房源编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
BAOJI2544176651734876160,宝鸡,渭滨区,高新区,宝石明德沁园,130㎡,整租,南/北,1800元/月,半年付价,3室,2厅,2卫,随时入住,1年以内,需提前预约,低楼层,7层,无,租用车位,民水,民电,有,集中供暖
BAOJI2485418871276969984,宝鸡,渭滨区,高新区,臻和天下,95㎡,整租,南,1600元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2539175379508404224,宝鸡,渭滨区,高新区,新起点家园B区,84㎡,整租,南,1600元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,28层,有,租用车位,民水,民电,有,集中供暖
BAOJI2513909116330844160,宝鸡,渭滨区,桥南,中铁一局五公司路西小区,138㎡,整租,东,1850元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,28层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2539175379508404224,宝鸡,渭滨区,高新区,新起点家园B区,84㎡,整租,南,1600元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,28层,有,租用车位,民水,民电,有,集中供暖
BAOJI2561408622638931968,宝鸡,渭滨区,高新区,高新佳园三期,101㎡,整租,南/北,999元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2560864241809113088,宝鸡,渭滨区,桥南,陕七建小区,70㎡,整租,南/北,700元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2474553218198683648,宝鸡,渭滨区,桥南,石坝河小区(石坝河街),140㎡,整租,南/北,1650元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2501950890370670592,宝鸡,渭滨区,火车站,九华园,160㎡,整租,南,1900元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,8层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2551266680827551744,宝鸡,金台区,大庆路,电机段高层住宅小区,93㎡,整租,南,1500元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,33层,有,租用车位,暂无数据,暂无数据,有,集中供暖
BAOJI2501288119001677824,宝鸡,渭滨区,火车站,壹号大院,102㎡,整租,南/北,1900元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,31层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2560126233006579712,宝鸡,渭滨区,高新区,山水文苑,88㎡,整租,南/北,1600元/月,,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2558728555479973888,宝鸡,金台区,三迪,光明小区A区,94㎡,整租,南,1400元/月,,2室,2厅,1卫,随时入住,1年以内,需提前预约,低楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2565122650385162240,宝鸡,渭滨区,高新区,碧桂园凤凰城,116㎡,整租,南/北,2100元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,34层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2562087226498621440,宝鸡,渭滨区,高新区,水木清華,45㎡,整租,南,1650元/月,,1室,0厅,1卫,随时入住,暂无数据,需提前预约,低楼层,26层,有,暂无数据,民水,民电,无,集中供暖
BAOJI2490386724178632704,宝鸡,渭滨区,高新区,财富大厦,38㎡,整租,北,1000元/月,,1室,0厅,1卫,随时入住,暂无数据,需提前预约,高楼层,25层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2566471488320847872,宝鸡,金台区,群众路,金域陽光金陵湾3期,96㎡,整租,南/北,1100元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2495597468554117120,宝鸡,渭滨区,石坝河,锌业小区,115㎡,整租,南,500元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2551240485050261504,宝鸡,渭滨区,高新区,宝钛新区,64㎡,整租,南/北,1000元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2362238087553359872,宝鸡,金台区,新福路,轩苑盛世二期B区,132㎡,整租,南,700元/月,半年付价,3室,2厅,2卫,随时入住,1年以内,需提前预约,低楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2483148166837575680,宝鸡,渭滨区,高新区,东方一品,96㎡,整租,南/北,1650元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2491085108644421632,宝鸡,金台区,三迪,兰宝小区,130㎡,整租,南/北,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2507895109203533824,宝鸡,金台区,新福路,豪城天下B区,95㎡,整租,南,1400元/月,年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2525299058919620608,宝鸡,金台区,新福路,轩苑盛世二期B区,95㎡,整租,南/北,1500元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2542739879511998464,宝鸡,渭滨区,高新区,左岸新城,96㎡,整租,南/北,1700元/月,,2室,1厅,1卫,随时入住,暂无数据,一般下班后可看,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2518852620450807808,宝鸡,渭滨区,三迪,三迪加州阳光小区,96㎡,整租,南/北,1800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2524581099679006720,宝鸡,渭滨区,高新区,左岸新城,75㎡,整租,南,1700元/月,,2室,1厅,1卫,随时入住,暂无数据,一般下班后可看,低楼层,7层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2543994426540433408,宝鸡,渭滨区,高新区,聚丰香树湾,101㎡,整租,南/北,1800元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,9层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2562909790430822400,宝鸡,金台区,火车站,铁道巷71号,55㎡,整租,东/北,750元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,8层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2562062486949855232,宝鸡,渭滨区,清姜,宝灯西住宅区,60㎡,整租,南,600元/月,,2室,2厅,1卫,2020-07-31,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2352056866328289280,宝鸡,渭滨区,三迪,三迪加州阳光小区,106㎡,整租,南/北,800元/月,半年付价,3室,2厅,2卫,随时入住,1年以内,需提前预约,高楼层,11层,无,租用车位,民水,暂无数据,有,集中供暖
BAOJI2539042321857511424,宝鸡,金台区,火车站,中山东路257号,80㎡,整租,南/北,650元/月,,3室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,无,暂无数据
BAOJI2560135552968171520,宝鸡,金台区,三迪,光明小区A区,122㎡,整租,南/北,1300元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,33层,有,暂无数据,民水,暂无数据,有,集中供暖
BAOJI2560135552968171520,宝鸡,金台区,三迪,光明小区A区,122㎡,整租,南/北,1300元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,33层,有,暂无数据,民水,暂无数据,有,集中供暖
BAOJI2565749956162101248,宝鸡,金台区,大庆路,新秦造纸厂家属院,50㎡,整租,北,550元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2565050379012145152,宝鸡,渭滨区,石坝河,龙山雅居,53㎡,整租,南/北,650元/月,半年付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,18层,有,租用车位,暂无数据,暂无数据,有,集中供暖
BAOJI2564996585058738176,宝鸡,金台区,上马营,東一小區,52㎡,整租,西北,700元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2215849880016912384,宝鸡,金台区,大庆路,万祥尚锦,137㎡,整租,南/北,1400元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,28层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2309389597039403008,宝鸡,金台区,陈仓园,轩苑世家三期,99㎡,整租,南/北,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2246915126383362048,宝鸡,金台区,陈仓园,轩苑世家三期,99㎡,整租,南/北,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2481821310351843328,宝鸡,渭滨区,桥南,枫林苑小区,115㎡,整租,南/北,1600元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2488234574325219328,宝鸡,金台区,三迪,兰宝小区,110㎡,整租,南/北,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2493296125395091456,宝鸡,渭滨区,高新区,新起点家园C区,83㎡,整租,南,1700元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2497573386763640832,宝鸡,金台区,火车站,曙光路180号院,108㎡,整租,南/北,1400元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2496240365942874112,宝鸡,渭滨区,高新区,宏运警苑,90㎡,整租,南/北,1800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2497792139824463872,宝鸡,渭滨区,火车站,建行文化路住宅楼,130㎡,整租,东北,1800元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,20层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2504828451056525312,宝鸡,金台区,上马营,联盟二组小区,94㎡,整租,东/西,1000元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,32层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2504989787610415104,宝鸡,渭滨区,桥南,聚丰美伦大厦,95㎡,整租,东/北,1900元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,22层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2517970619682004992,宝鸡,渭滨区,火车站,香榭里街区,101㎡,整租,南,1750元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,27层,有,租用车位,民水,民电,有,集中供暖
BAOJI2516470907934359552,宝鸡,渭滨区,高新区,城市公馆,101㎡,整租,东南,1600元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2512380142760755200,宝鸡,金台区,上马营,五洲现代城,110㎡,整租,南,1500元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,28层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2514539632931110912,宝鸡,金台区,陈仓园,陈仓园,92㎡,整租,南/北,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2510833427939598336,宝鸡,金台区,陈仓园,陈仓园铁路住宅A区,80㎡,整租,南/北,1500元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2521681333659910144,宝鸡,渭滨区,石坝河,雨虹馨园,100㎡,整租,南/北,1600元/月,,2室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2520941381351391232,宝鸡,渭滨区,火车站,天同国际,85㎡,整租,南,1600元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2532405610356948992,宝鸡,渭滨区,高新区,山水文苑,86㎡,整租,南/北,1700元/月,,2室,2厅,1卫,随时入住,2年以内,需提前预约,低楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2527363782817087488,宝鸡,金台区,大庆路,电力新苑,170㎡,整租,西南,1500元/月,,4室,2厅,2卫,随时入住,暂无数据,需提前预约,低楼层,32层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2531630927407218688,宝鸡,渭滨区,高新区,左岸新城,100㎡,整租,南/北,1700元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2535540608404299776,宝鸡,金台区,陈仓园,联盟新区,93㎡,整租,南/北,1500元/月,半年付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,13层,有,租用车位,民水,民电,有,集中供暖
BAOJI2543245903163031552,宝鸡,渭滨区,三迪,三迪加州阳光小区,97㎡,整租,南,1600元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,11层,无,暂无数据,民水,暂无数据,有,集中供暖
BAOJI2542747337613115392,宝鸡,渭滨区,火车站,汉东小区,88㎡,整租,东南,1700元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,30层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2543236864387579904,宝鸡,渭滨区,高新区,星钻国际,110㎡,整租,南,1800元/月,,2室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,24层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2534110625626324992,宝鸡,渭滨区,高新区,新起点家园A区,80㎡,整租,南/北,1600元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2531167709480091648,宝鸡,金台区,大庆路,万祥尚锦,102㎡,整租,南/北,1500元/月,年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,28层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2547110923093950464,宝鸡,渭滨区,高新区,山水文苑,90㎡,整租,南,1600元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2545441800035254272,宝鸡,渭滨区,石坝河,龙山花园,89㎡,整租,南/北,1750元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,32层,无,暂无数据,暂无数据,暂无数据,有,暂无数据
BAOJI2538489255328751616,宝鸡,金台区,大庆路,金桥福盛佳园,99㎡,整租,南/北,1400元/月,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,18层,有,租用车位,民水,民电,有,集中供暖
BAOJI2538476487825702912,宝鸡,金台区,大庆路,盛世花园,112㎡,整租,南,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,24层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2546186887035355136,宝鸡,金台区,上马营,联盟花园南区,120㎡,整租,南/北,1480元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2542513529819234304,宝鸡,渭滨区,高新区,新起点家园C区,108㎡,整租,南/北,1900元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2547764959220072448,宝鸡,金台区,三迪,光明小区A区,90㎡,整租,南,1400元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,33层,有,暂无数据,民水,暂无数据,有,集中供暖
BAOJI2549027252088078336,宝鸡,渭滨区,高新区,高新永泰茗苑,108㎡,整租,南,1800元/月,,2室,1厅,2卫,随时入住,1年以内,需提前预约,中楼层,8层,有,租用车位,民水,民电,有,集中供暖
BAOJI2551360854537019392,宝鸡,渭滨区,高新区,田丰高新国际,86㎡,整租,南/北,1600元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2546913128164368384,宝鸡,渭滨区,高新区,髙新佳园二期,103㎡,整租,南,1700元/月,,2室,1厅,1卫,随时入住,暂无数据,一般下班后可看,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2553477135080112128,宝鸡,渭滨区,高新区,高新水晶公馆,95㎡,整租,北,1800元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,26层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2309389597039403008,宝鸡,金台区,陈仓园,轩苑世家三期,99㎡,整租,南/北,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2246915126383362048,宝鸡,金台区,陈仓园,轩苑世家三期,99㎡,整租,南/北,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2388892036284817408,宝鸡,渭滨区,桥南,中房和园,107㎡,整租,东/西,1800元/月,半年付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,25层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2517970619682004992,宝鸡,渭滨区,火车站,香榭里街区,101㎡,整租,南,1750元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,27层,有,租用车位,民水,民电,有,集中供暖
BAOJI2503641326155726848,宝鸡,金台区,三迪,三迪家居广场,92㎡,整租,南,1350元/月,半年付价,2室,2厅,1卫,随时入住,2年以内,需提前预约,高楼层,24层,有,租用车位,民水,民电,有,集中供暖
BAOJI2504828451056525312,宝鸡,金台区,上马营,联盟二组小区,94㎡,整租,东/西,1000元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,32层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2514539632931110912,宝鸡,金台区,陈仓园,陈仓园,92㎡,整租,南/北,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2510833427939598336,宝鸡,金台区,陈仓园,陈仓园铁路住宅A区,80㎡,整租,南/北,1500元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2525840997758271488,宝鸡,渭滨区,高新区,高新永泰茗苑,101㎡,整租,南/北,1800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2526104962480742400,宝鸡,渭滨区,石坝河,悦城,85㎡,整租,南/北,1800元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2521744856922202112,宝鸡,金台区,陈仓园,联盟御邸,117㎡,整租,南/北,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,14层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2535540608404299776,宝鸡,金台区,陈仓园,联盟新区,93㎡,整租,南/北,1500元/月,半年付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,13层,有,租用车位,民水,民电,有,集中供暖
BAOJI2543236864387579904,宝鸡,渭滨区,高新区,星钻国际,110㎡,整租,南,1800元/月,,2室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,24层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2542747337613115392,宝鸡,渭滨区,火车站,汉东小区,88㎡,整租,东南,1700元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,30层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2553429229492502528,宝鸡,渭滨区,火车站,橡胶花园小区,141㎡,整租,东/西,1800元/月,季付价,3室,2厅,1卫,随时入住,1年以内,需提前预约,低楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2551992408405983232,宝鸡,渭滨区,高新区,渭水苑B区,107㎡,整租,南,1900元/月,,2室,1厅,1卫,随时入住,暂无数据,一般下班后可看,低楼层,24层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2549963648282411008,宝鸡,渭滨区,石坝河,龙山花园,125㎡,整租,西,1750元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,32层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2552792236979404800,宝鸡,渭滨区,高新区,万润城市花园,117㎡,整租,西南,1800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2552792236979404800,宝鸡,渭滨区,高新区,万润城市花园,117㎡,整租,西南,1800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2559410072560615424,宝鸡,金台区,陈仓园,軒苑世家一期,93㎡,整租,南,1500元/月,半年付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,33层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2468854986579386368,宝鸡,渭滨区,高新区,渭水苑B区,106㎡,整租,南,1800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2419493680869285888,宝鸡,渭滨区,高新区,高新新城国际广场,96㎡,整租,南/北,1800元/月,,3室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2472928639839379456,宝鸡,渭滨区,桥南,石坝河小区(石坝河街),140㎡,整租,东,1650元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2425996215326867456,宝鸡,渭滨区,火车站,天同国际,100㎡,整租,南/北,1600元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,低楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2475900909855711232,宝鸡,渭滨区,高新区,高新永泰茗苑东区,90㎡,整租,南/北,1800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,11层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2473828591784706048,宝鸡,渭滨区,高新区,宏运佳苑,90㎡,整租,南/北,1800元/月,,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2489810929378926592,宝鸡,渭滨区,火车站,天同国际,105㎡,整租,南/北,1900元/月,,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,27层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2482565971127582720,宝鸡,金台区,大庆路,秦嶺泊屋,134㎡,整租,东南,1500元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2488234574325219328,宝鸡,金台区,三迪,兰宝小区,110㎡,整租,南/北,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2493296125395091456,宝鸡,渭滨区,高新区,新起点家园C区,83㎡,整租,南,1700元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,18层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2497573386763640832,宝鸡,金台区,火车站,曙光路180号院,108㎡,整租,南/北,1400元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,7层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
BAOJI2496240365942874112,宝鸡,渭滨区,高新区,宏运警苑,90㎡,整租,南/北,1800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2497792139824463872,宝鸡,渭滨区,火车站,建行文化路住宅楼,130㎡,整租,东北,1800元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,20层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2500626474005176320,宝鸡,渭滨区,桥南,中房和园,115㎡,整租,南/北,1800元/月,,2室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,25层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2517970619682004992,宝鸡,渭滨区,火车站,香榭里街区,101㎡,整租,南,1750元/月,半年付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,27层,有,租用车位,民水,民电,有,集中供暖
BAOJI2503641326155726848,宝鸡,金台区,三迪,三迪家居广场,92㎡,整租,南,1350元/月,半年付价,2室,2厅,1卫,随时入住,2年以内,需提前预约,高楼层,24层,有,租用车位,民水,民电,有,集中供暖
BAOJI2215849880016912384,宝鸡,金台区,大庆路,万祥尚锦,137㎡,整租,南/北,1400元/月,,3室,2厅,2卫,随时入住,暂无数据,需提前预约,高楼层,28层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2500026271451586560,宝鸡,金台区,三迪,三迪家居广场,93㎡,整租,南,1350元/月,,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,24层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2540353214755381248,宝鸡,渭滨区,高新区,田丰高新国际,98㎡,整租,南,1900元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,中楼层,7层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2534543133304700928,宝鸡,渭滨区,火车站,罗马花园(渭滨区),130㎡,整租,西,1900元/月,,3室,2厅,2卫,随时入住,1年以内,需提前预约,低楼层,26层,有,暂无数据,民水,民电,有,集中供暖
BAOJI2339637203828736000,宝鸡,渭滨区,高新区,宝中路九号院,119㎡,整租,南/北,1800元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,13层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2514966547077283840,宝鸡,金台区,大庆路,戴家湾小区,91㎡,整租,西南,1500元/月,,2室,2厅,1卫,随时入住,暂无数据,需提前预约,高楼层,27层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2552719413468479488,宝鸡,渭滨区,高新区,新起点家园C区,108㎡,整租,南/北,1750元/月,,3室,2厅,1卫,随时入住,暂无数据,需提前预约,低楼层,18层,无,暂无数据,民水,民电,有,集中供暖
BAOJI2521005906087649280,宝鸡,渭滨区,高新区,渭水苑A区,149㎡,整租,南/北,1750元/月,,4室,2厅,2卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
BAOJI2532653888012550144,宝鸡,金台区,上马营,上马营二号小区,91㎡,整租,南/北,1400元/月,,2室,2厅,1卫,随时入住,暂无数据,一般下班后可看,中楼层,7层,无,暂无数据,民水,暂无数据,有,集中供暖
